Experiment	DPI	Individual	Storage.Box	Gene/Control	Treatment	Concentration.ug/ul	Stage.Injected	Stage.Scored	Gula	Eyes	Labium	Beak	Stylets	Antenae	Scapes	Pedicels	A1	A2	A3	Collar	Pronotum	D.T1.Posterior.margin.central	D.T1.Posterior.margin.corners	Scutellar.lobe	Mesonotum	Metanotum	T1.LL.leg	Pl.lobes1	Pn.Pl.Junction	Pos.Pl1	T1.LL.supracoxal.lobes	T1.LL.posterior.pleural.margin	T1 LL pronotum pleural junction	T1 RL leg	T1 RL supracoxal lobes	T1 RL posterior pleural margin	T1 RL pronotum pleural junction	T2 LL leg	Pl.lobes2	Pos.Pl2	T2.LL.supracoxal.lobes	T2.LL.posterior.pleural.margin	T2.L.wing.base	T2.RL.leg	T2.RL.supracoxal.lobes	T2.RL.posterior.pleural.margin	T2.R.wing.base	T3.LL.leg	Sc.Gland	Pos.Pl.3	T3.LL.post.pleural.margin	T3.LL.scent.gland	T3.LL.wing.base	T3.RL.leg	T3.RL.post.pleural.margin	T3.RL.scent.gland	T3.RL.wing.base	Metasternum	V.T1.sternum	V.T2.sternum	V.T3.sternum	Abd.Ventral	Notch.F	Genitals	Sex	Abd.Dorsal	Anal.tube	L.FW.hemelytra	L.FW.membranous	Wing.hinges	Wing.sclerites	T2.FW.L.Hinge.Area	T2.FW.L.Axillary.sclerites	L.HW	T3.HW.L.Wing.blade	T3.HW.L.Hinge.Area	T3.HW.L.Axillary.sclerites	R.FW.hemelytra	R.FW.membranous	T2.FW.R.Hinge.Area	T2.FW.R.Axillary.sclerites	R.HW	T3.HW.R.Wing.blade	T3.HW.R.Hinge.Area	T3.HW.R.Axillary.sclerites	Old.ID	Notes	Severity	Abnormal	How.Informative	Wing.Phenotypic	Wing.Bin	Pronotum.Phenotype	Pronotum.Bin	Pleural.Margins	Pleural.Margin.Bin	Supracoxal.lobes	Supracoxal.lobes.Bin
109	6	B	JK.B2.D6	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
109	7	A	JK.B2.D7	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
109	7	B	JK.B2.D8	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	30	0	0	0	TRUE	0	TRUE	0	TRUE
109	8	A	JK.B2.D9	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
109	8	B	JK.B2.E1	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	30	0	0	0	TRUE	0	TRUE	0	TRUE
110	16	A	JK.B2.E2	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
110	16	B	JK.B2.E3	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
110	17	A	JK.B2.E4	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
110	17	B	JK.B2.E5	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
110	27	A	JK.B2.E6	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
111	1	A	JK.B2.E7	iro	IRO-1	0.125	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
111	2	A	JK.B2.E8	iro	IRO-1	0.125	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
111	2	B	JK.B2.E9	iro	IRO-1	0.125	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
111	2	C	JK.B2.F1	iro	IRO-1	0.125	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
111	6	A	JK.B2.F2	iro	IRO-1	0.125	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
111	10	A	JK.B2.F3	iro	IRO-1	0.125	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
120	20	A	JK.B3.B3	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	29	0	0	1	TRUE	0	TRUE	0	TRUE
120	20	B	JK.B3.B4	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	28	0	0	1	TRUE	0	TRUE	2	TRUE
120	21	A	JK.B3.B5	iro	IRO-1	0.125	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	NS	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	5	1	29	0	0	2	TRUE	0	TRUE	2	TRUE
122	21	A.(L5)	JK.B3.C3	iro	IRO-1	0.125	L3	nymph	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	NS	NS	NS	0	NS	NS	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NS	NS	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	0	0	12	0	0	0	TRUE	0	TRUE	0	TRUE
122	24	A	JK.B3.C4	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	29	0	0	1	TRUE	0	TRUE	2	TRUE
122	24	B	JK.B3.C5	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	28	0	0	1	TRUE	0	TRUE	2	TRUE
122	24	C	JK.B3.C6	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	28	0	0	1	TRUE	0	TRUE	2	TRUE
122	24	D	JK.B3.C7	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	6	1	29	2	1	1	TRUE	0	TRUE	2	TRUE
122	25	A	JK.B3.C8	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	29	0	0	0	TRUE	0	TRUE	2	TRUE
122	26	A	JK.B3.C9	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	29	0	0	0	TRUE	0	TRUE	2	TRUE
122	26	B	JK.B3.D1	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	29	0	0	0	TRUE	0	TRUE	2	TRUE
122	27	A	JK.B3.D2	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	7	1	29	2	1	2	TRUE	0	TRUE	2	TRUE
122	28	A	JK.B3.D3	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	7	1	29	2	1	2	TRUE	0	TRUE	2	TRUE
122	28	B	JK.B3.D4	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	4	1	29	0	0	2	TRUE	0	TRUE	2	TRUE
122	28	C	JK.B3.D5	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	0	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	29	0	0	1	TRUE	0	TRUE	2	TRUE
122	31	A	JK.B3.D6	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	28	0	0	0	TRUE	0	TRUE	0	TRUE
122	33	A	JK.B3.D7	iro	IRO-1	0.125	L3	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
122	33	B	JK.B3.D8	iro	IRO-1	0.125	L3	nymph	NS	NS	NS	NS	NS	NS	NA	NA	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	0	0	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	f	0	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	0	0	8	0	0	0	TRUE	0	TRUE	0	TRUE
92	14	A	JK.B1.A5	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	7	1	28	0	0	1	TRUE	3	TRUE	0	TRUE
92	14	B	JK.B1.C5	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	NS	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	6	1	29	0	0	1	TRUE	1	TRUE	2	TRUE
92	15	A	JK.B1.C6	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	NS	0	1	1	NS	1	NS	1	0	1	NS	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	6	1	28	0	0	1	TRUE	1	TRUE	2	TRUE
92	15	B	JK.B1.C7	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	NS	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	6	1	29	0	0	1	TRUE	2	TRUE	1	TRUE
92	16	A	JK.B1.C8	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	NS	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	7	1	30	0	0	1	TRUE	2	TRUE	2	TRUE
92	20	A	JK.B1.A6	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	7	1	28	0	0	1	TRUE	3	TRUE	0	TRUE
92	20	B	JK.B1.A4	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	9	1	29	0	0	1	TRUE	3	TRUE	2	TRUE
96	12	A	JK.B1.E8	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	NA	NA	9	1	28	3	1	1	TRUE	3	TRUE	0	TRUE
96	22	A	JK.B1.E9	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	NA	NA	8	1	29	2	1	1	TRUE	3	TRUE	0	TRUE
96	22	B	JK.B1.F1	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	f	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	NA	NA	9	1	29	3	1	1	TRUE	3	TRUE	0	TRUE
96	22	C	JK.B1.F2	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	NA	NA	9	1	28	3	1	1	TRUE	3	TRUE	0	TRUE
102	17	A	JK.B3.A1	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	NA	NA	8	1	28	6	1	1	TRUE	0	TRUE	0	TRUE
102	21	A	JK.B3.A2	mir	MIR-1	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	NA	NA	8	1	28	6	1	1	TRUE	0	TRUE	0	TRUE
124	10	A	JK.B10.H3	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	NA	NA	15	1	31	8	1	1	TRUE	3	TRUE	0	TRUE
124	10	B	JK.B10.H4	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	NA	NA	13	1	32	8	1	1	TRUE	2	TRUE	0	TRUE
124	10	C	JK.B10.H5	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	NA	NA	12	1	32	8	1	1	TRUE	1	TRUE	0	TRUE
124	13	A	JK.B10.H6	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	1	1	NS	1	0	1	NS	NS	NS	NS	1	1	0	1	NS	NS	NS	NS	NA	NA	11	1	29	5	1	1	TRUE	2	TRUE	0	TRUE
124	13	B	JK.B10.H7	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	f	0	0	1	1	NS	1	0	1	NS	NS	NS	NS	1	1	0	1	NS	NS	NS	NS	NA	NA	11	1	29	5	1	1	TRUE	3	TRUE	0	TRUE
124	13	C	JK.B10.H8	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	NA	NA	16	1	31	8	1	1	TRUE	3	TRUE	0	TRUE
124	13	D	JK.B10.H9	mir	MIR-1	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	NA	NA	14	1	31	8	1	1	TRUE	2	TRUE	0	TRUE
197	11	A	JK.B5.H4	mir	MIR-2	1	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	NS	NS	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	NA	NA	10	1	29	6	1	1	TRUE	0	TRUE	1	TRUE
