Experiment	DPI	Individual	Storage.Box	Gene/Control	Treatment	Concentration.ug/ul	Stage.Injected	Stage.Scored	Gula	Eyes	Labium	Beak	Stylets	Antenae	Scapes	Pedicels	A1	A2	A3	Collar	Pronotum	D.T1.Posterior.margin.central	D.T1.Posterior.margin.corners	Scutellar.lobe	Mesonotum	Metanotum	T1.LL.leg	Pl.lobes1	Pn.Pl.Junction	Pos.Pl1	T1.LL.supracoxal.lobes	T1.LL.posterior.pleural.margin	T1 LL pronotum pleural junction	T1 RL leg	T1 RL supracoxal lobes	T1 RL posterior pleural margin	T1 RL pronotum pleural junction	T2 LL leg	Pl.lobes2	Pos.Pl2	T2.LL.supracoxal.lobes	T2.LL.posterior.pleural.margin	T2.L.wing.base	T2.RL.leg	T2.RL.supracoxal.lobes	T2.RL.posterior.pleural.margin	T2.R.wing.base	T3.LL.leg	Sc.Gland	Pos.Pl.3	T3.LL.post.pleural.margin	T3.LL.scent.gland	T3.LL.wing.base	T3.RL.leg	T3.RL.post.pleural.margin	T3.RL.scent.gland	T3.RL.wing.base	Metasternum	V.T1.sternum	V.T2.sternum	V.T3.sternum	Abd.Ventral	Notch.F	Genitals	Sex	Abd.Dorsal	Anal.tube	L.FW.hemelytra	L.FW.membranous	Wing.hinges	Wing.sclerites	T2.FW.L.Hinge.Area	T2.FW.L.Axillary.sclerites	L.HW	T3.HW.L.Wing.blade	T3.HW.L.Hinge.Area	T3.HW.L.Axillary.sclerites	R.FW.hemelytra	R.FW.membranous	T2.FW.R.Hinge.Area	T2.FW.R.Axillary.sclerites	R.HW	T3.HW.R.Wing.blade	T3.HW.R.Hinge.Area	T3.HW.R.Axillary.sclerites	Old.ID	Notes	Severity	Abnormal	How.Informative	Wing.Phenotypic	Wing.Bin	Pronotum.Phenotype	Pronotum.Bin	Pleural.Margins	Pleural.Margin.Bin	Supracoxal.lobes	Supracoxal.lobes.Bin
57	NS	K	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	57.K	"Died pre-eclosion, scoring not relevant"	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
57	NS	L	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	57.L	"Died pre-eclosion, scoring not relevant"	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
57	NS	M	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	57.M	"Died pre-eclosion, scoring not relevant"	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
58	NS	C	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	58.C	"Died pre-eclosion, scoring not relevant"	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	A	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.A	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	B	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.B	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	C	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.C	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	D	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.D	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	E	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.E	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	F	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.F	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	G	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.G	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	H	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.H	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	I	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.I	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
59	NS	J	NA	iro	IRO-1	0.5	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	59.J	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	A	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.A	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	B	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.B	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	C	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.C	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	D	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.D	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	E	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.E	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	F	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.F	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	G	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.G	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	H	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.H	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	I	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.I	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
60	NS	J	NA	iro	IRO-1	1	L4/L5	nymph	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NS	NS	NA	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NS	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	60.J	NA	0	0	0	0	0	0	TRUE	0	TRUE	0	TRUE
73	1	A	NA	iro	IRO-1	1	L5	adult	NS	0	1	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	F	0	0	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.1A	"wt, only one day post injection"	1	1	31	0	0	0	TRUE	0	TRUE	0	TRUE
73	6	A	NA	iro	IRO-1	1	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	F	0	0	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.6A	wt.	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
73	6	B	NA	iro	IRO-1	1	L5	adult	NS	0	1	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	0	M	0	0	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.6B	Fairly wt.	1	1	30	0	0	0	TRUE	0	TRUE	0	TRUE
73	6	C	NA	iro	IRO-1	1	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	F	0	NS	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.6C	Looks wild type	0	0	30	0	0	0	TRUE	0	TRUE	0	TRUE
73	6	D	NA	iro	IRO-1	1	L5	adult	NS	0	1	0	0	NA	0	0	0	0	0	1	1	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	0	M	0	0	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.6D	"Genitalia makes me rethink 73.8A notes. But, definitely labial groove and definitely retracted anterior pronotum collar"	3	1	30	0	0	2	TRUE	0	TRUE	0	TRUE
73	6	F	NA	iro	IRO-1	1	L5	adult	NS	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	F	0	0	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.6F	wild type	0	0	31	0	0	0	TRUE	0	TRUE	0	TRUE
73	8	A	NA	iro	IRO-1	1	L5	adult	NS	0	1	0	0	NA	0	0	0	0	0	1	1	NA	NA	0	NS	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	1	M	0	0	0	0	NS	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	73.8A	"Mild! Pronotum retracted from head, roundness of occiput visible. Labial groove. A8 -> a9 identity??"	5	1	30	0	0	2	TRUE	0	TRUE	0	TRUE
73	9	A	NA	iro	IRO-1	1	L5	adult	NS	0	1	0	0	NA	0	0	0	0	0	0	0	NA	NA	0	NS	0	NA	0	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	0	NS	NA	NA	NA	NA	NA	NA	NA	NA	0	NS	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	F	0	0	NS	NS	NS	NS	NA	NA	NS	NA	NA	NA	NS	NS	NA	NA	NS	NA	NA	NA	73.9A	Failed eclosion; scoring is of pharate L5 with exuvium brushed off. NO genitalia phenotype. But VERY clear labial groove.	1	1	21	0	0	0	TRUE	0	TRUE	0	TRUE
104	29	A	JK.B3.A3	iro	IRO-1	1	L4	nymph	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	0	0	NS	0	0	0	0	0	NA	NS	NS	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	2	1	11	0	0	1	TRUE	0	TRUE	0	TRUE
106	6	A	JK.B2.C3	iro	IRO-1	1	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
106	6	A	JK.B3.A4	iro	IRO-1	1	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	1	TRUE	0	TRUE	0	TRUE
106	6	B	JK.B2.C4	iro	IRO-1	1	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
106	6	C	JK.B2.C5	iro	IRO-1	1	L5	adult	NS	0	0	0	0	1	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
106	7	A	JK.B2.C6	iro	IRO-1	1	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
106	10	A	JK.B2.C7	iro	IRO-1	1	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	28	0	0	1	TRUE	0	TRUE	0	TRUE
108	20	A	JK.B2.D1	iro	IRO-1	0.25	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
108	23	A	JK.B2.D2	iro	IRO-1	0.25	L4	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	1	28	0	0	1	TRUE	0	TRUE	0	TRUE
108	34	A	JK.B3.A5	iro	IRO-1	0.25	L4	nymph	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	0	0	NS	0	0	0	0	0	NA	NS	NS	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	2	1	11	0	0	1	TRUE	0	TRUE	0	TRUE
108	34	B	JK.B3.A6	iro	IRO-1	0.25	L4	nymph	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	0	0	NS	0	0	0	0	0	NA	NS	NS	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	2	1	11	0	0	1	TRUE	0	TRUE	0	TRUE
109	1	A	JK.B2.D3	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	0	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	29	0	0	0	TRUE	0	TRUE	0	TRUE
109	2	A	JK.B2.D4	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
109	6	A	JK.B2.D5	iro	IRO-1	0.25	L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	0	TRUE	0	TRUE	0	TRUE
